seed,profile,condition,protocol,frame,epoch,stage,morphology_level,true_key,lure_key,pre_final_key,true_self_p,lure_self_p,lure_present,change_point
261,ground_creature,progressive_persistent,matched_diagnostic,193,0,4,3,0:2,0:4,0:2,0.98470115608276,0.94340522331684,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,194,0,4,3,0:2,0:4,0:2,0.9841335982512,0.94234595263306,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,195,0,4,3,0:2,0:4,0:2,0.98364710093463,0.94142741781887,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,196,0,4,3,0:2,0:4,0:2,0.98376938161078,0.94114949462249,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,197,0,4,3,0:2,0:4,0:2,0.98403731028745,0.94065674078106,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,198,0,4,3,0:2,0:4,0:2,0.98441323516698,0.94028120547919,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,199,0,4,3,0:2,0:4,0:2,0.98667546042122,0.93959436992099,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,200,0,4,3,0:2,0:4,0:2,0.98585692926824,0.93908883679686,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,201,0,4,3,0:2,0:4,0:2,0.98427276242112,0.93903841451362,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,202,0,4,3,0:2,0:4,0:2,0.9838356780001,0.93969960597079,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,203,0,4,3,0:2,0:4,0:2,0.98318066486283,0.94114722215745,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,204,0,4,3,0:2,0:4,0:2,0.9829395471099,0.94131725513214,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,205,0,4,3,0:2,0:4,0:2,0.98290196031085,0.94273920576906,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,206,0,4,3,0:2,0:4,0:2,0.98313816122161,0.94355400372231,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,207,0,4,3,0:2,0:4,0:2,0.98573098279931,0.94321472407768,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,208,0,4,3,0:2,0:4,0:2,0.9848241514021,0.94371793755366,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,209,0,4,3,0:2,0:4,0:2,0.9839662109995,0.94441314204114,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,210,0,4,3,0:2,0:4,0:2,0.98355158689821,0.94455310407659,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,211,0,4,3,0:2,0:4,0:2,0.98291129411452,0.94381697026403,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,212,0,4,3,0:2,0:4,0:2,0.98266779897589,0.94301161021352,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,213,0,4,3,0:2,0:4,0:2,0.9828112805804,0.94356368597129,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,214,0,4,3,0:2,0:4,0:2,0.9834498884499,0.94347971917096,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,215,0,4,3,0:2,0:4,0:2,0.98611744728008,0.9434827395358,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,216,0,4,3,0:2,,0:2,0.98535853129862,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,217,0,4,3,0:2,,0:2,0.98404755857104,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,218,0,4,3,0:2,,0:2,0.98358797125466,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,219,0,4,3,0:2,,0:2,0.98292153326164,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,220,0,4,3,0:2,,0:2,0.98257541609658,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,221,0,4,3,0:2,,0:2,0.9827795906819,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,222,0,4,3,0:2,,0:2,0.98310409913289,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,223,0,4,3,0:2,,0:2,0.98616478354696,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,224,0,4,3,0:2,,0:2,0.98580632858542,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,225,0,4,3,0:2,,0:2,0.98497063443062,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,226,0,4,3,0:2,,0:2,0.9843521121984,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,227,0,4,3,0:2,,0:2,0.98404494046544,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,228,0,4,3,0:2,,0:2,0.9835980101733,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,229,0,4,3,0:2,,0:2,0.9837341109454,0.0,0,0
